"Children","Age","Income","Outage_sec_perweek","Yearly_equip_failure","Tenure","MonthlyCharge","Bandwidth_GB_Year","new_col"
-0.972289291160661,0.720889191871754,-0.398757800952205,-0.679943603480657,0.946610570625066,-1.04869377389291,-0.00394236166299573,-1.13843010098377,1
-0.506566586193156,-1.25989416023137,-0.641922349008825,0.570302573665199,0.946610570625066,-1.26193805762254,1.63024437914921,-1.18581654130082,2
0.890601528709361,-0.148723011490591,-1.07083141735641,0.252334435626085,0.946610570625066,-0.709904305418945,-0.295210055804357,-0.612107142999799,1
-0.506566586193156,-0.245346589641963,-0.740487888382696,1.65042332452711,-0.62583223772222,-0.659490986860166,-1.22645974405107,-0.561829053122068,1
-0.972289291160661,1.44556602800704,0.00947744746295711,-0.623124888508078,0.946610570625066,-1.24248907260102,-0.528059299851802,-1.42811305763149,2
0.424878823741855,1.44556602800704,-0.608041752477033,-0.53119793921404,0.946610570625066,-1.04092309275508,0.288355463187839,-1.07673505207545,1
-0.972289291160661,1.2523188717043,-1.00494718019166,0.39679729786942,0.946610570625066,-0.805103954010779,0.64023565053897,-0.679587276783934,2
-0.0408438812256502,-1.11495879300431,-0.462671110309328,-0.742675283016948,-0.62583223772222,-1.14441860851159,-1.34303110678202,-1.10407473812901,2
-0.0408438812256502,-0.197034800566277,0.667646767476934,-1.43239743206318,4.09149618731964,-0.994797844893312,-1.28440268113354,-0.95157254565422,1
-0.506566586193156,1.5905013952341,0.369663263167598,-0.434817174214402,-0.62583223772222,-1.1762670000087,-0.236175860605213,-1.31953715775429,1
2.28776964361188,-1.45314131653411,-0.610860909740545,-0.221845502680737,2.51905337897235,-0.577048368523458,0.054334738578841,-0.303654072125014,1
-0.0408438812256502,0.141147722963524,-0.761165609035861,-1.11592754209245,0.946610570625066,-0.90776891525446,-0.527738479932177,-1.01210724917612,1
-0.972289291160661,1.44556602800704,1.55547102117419,-0.580632246153202,-0.62583223772222,-0.813623448259924,-0.819355543403155,-1.00487745591394,1
